transaction_timestamp,event_id,polygon_id,geometry_type,geometry
"2021/11/25, 12:16:08",vic_bushfire,4f9f74f2_17d0ba4db04_-7ffe,Polygon,0103000020BB100000010000000500000000000000E01D61403468857525733BC0CCAB00005C47614077167B372F4B3BC065030200944B6140369A330D50213CC032AF020070156140D0E7ED19D3573CC000000000E01D61403468857525733BC0
